rank	target	id	raw.score	p.value	top.motif.prop
27	ARX	Hsapiens-jolma2013-ARX	5.73621788669752	6.7866177903767e-07	0.222222222222222
28	CREB3L1	CREB3L1	1.02486347909944	7.13474937948679e-07	0.314814814814815
29	NFE2L1	M4030_1.02	4.13681974043959	7.22433975786645e-07	0
30	CART1	Hsapiens-jolma2013-CART1	3.64165475125951	7.44221059468288e-07	0.222222222222222
31	CEBPG	CEBPG	1.39553178754862	1.14745702966896e-06	0.314814814814815
32	UW.Motif.0543	UW.Motif.0543	2.37124483737586	1.16773808291627e-06	0.166666666666667
33	THRA	THRA	1.11628376218267	1.26982515708562e-06	0.277777777777778
34	UW.Motif.0021	UW.Motif.0021	13.1845324431154	2.0196462395895e-06	0.0740740740740741
35	UW.Motif.0534	UW.Motif.0534	3.59125536908881	2.38354882271433e-06	0.240740740740741
36	PHOX2A	Hsapiens-jolma2013-PHOX2A	3.48422645222524	2.57955617791288e-06	0.222222222222222
37	CREB1	M4013_1.02	1.06921713478728	3.03566402621382e-06	0.240740740740741
38	UW.Motif.0067	UW.Motif.0067	10.8737586638903	3.08598551095885e-06	0.0925925925925926
39	UW.Motif.0683	UW.Motif.0683	2.18541596570032	3.1227803376753e-06	0.240740740740741
40	UW.Motif.0520	UW.Motif.0520	4.14608286615303	3.35646515231746e-06	0.351851851851852
41	XBP1	M5953_1.02	0.94117335684972	3.58370754600779e-06	0.240740740740741
42	UW.Motif.0169	UW.Motif.0169	6.8445697420927	3.58880206009879e-06	0.240740740740741
43	ALX3	Hsapiens-jolma2013-ALX3-3	4.23708955731902	4.04717670959358e-06	0.222222222222222
44	NKX2-3	NKX2-3	2.5779553661996	4.06102617023525e-06	0.166666666666667
45	KCNIP1	KCNIP1	2.1217715376146	4.34846251753907e-06	0.240740740740741
46	UW.Motif.0549	UW.Motif.0549	8.79568915529727	4.874103028325e-06	0.0185185185185185
47	UW.Motif.0418	UW.Motif.0418	3.94716525852162	5.13327403120332e-06	0.259259259259259
48	RNF114	ZNF313	1.37870641702431	5.15379310606761e-06	0.240740740740741
49	SCRT2	Hsapiens-jolma2013-SCRT2	5.54476718080876	5.261442415493e-06	0.148148148148148
50	UW.Motif.0663	UW.Motif.0663	2.94257972911952	5.27980670534631e-06	0.314814814814815
51	EHF	EHF	3.65768286280866	5.71667491674158e-06	0
52	PHOX2B	Hsapiens-jolma2013-PHOX2B	3.09609438243744	6.07013465145732e-06	0.222222222222222
53	GATA3	GATA3	2.60610125795198	6.16846786463604e-06	0
54	ZBTB7C	Hsapiens-jolma2013-ZBTB7C	1.85278790378774	6.91805334880567e-06	0.240740740740741
55	PHOX2B	Hsapiens-jolma2013-PHOX2B-2	3.14056182447272	7.49588983517591e-06	0.222222222222222
56	DRGX	Hsapiens-jolma2013-DRGX	3.98738274043325	7.66962082853971e-06	0.222222222222222
57	UW.Motif.0276	UW.Motif.0276	3.01846583113084	9.49319184296377e-06	0.0740740740740741
58	UW.Motif.0159	UW.Motif.0159	4.61216276172541	9.52179265338868e-06	0.314814814814815
59	UW.Motif.0399	UW.Motif.0399	3.15347783494846	1.05814666682692e-05	0.314814814814815
60	PRRX1	Hsapiens-jolma2013-PRRX1-3	2.76398932258224	1.06722275772223e-05	0.222222222222222
61	HOXA13	Hsapiens-jolma2013-HOXA13-4	1.99849759657108	1.09324372268263e-05	0.111111111111111
62	UW.Motif.0569	UW.Motif.0569	3.34700414207104	1.14498503395878e-05	0.314814814814815
63	ARFGAP1	ARFGAP1	1.16170651573556	1.16980522920975e-05	0.240740740740741
64	UW.Motif.0305	UW.Motif.0305	3.54251981657798	1.22268836204902e-05	0.111111111111111
65	UW.Motif.0209	UW.Motif.0209	4.15697308453924	1.53886601040082e-05	0.314814814814815
66	UW.Motif.0362	UW.Motif.0362	4.33137859004016	1.64582576555884e-05	0.222222222222222
67	BACH1	M4682_1.02	3.685758237571	1.75438741633417e-05	0.111111111111111
68	UW.Motif.0386	UW.Motif.0386	6.84430517324395	1.95349389920504e-05	0.0925925925925926
69	UW.Motif.0063	UW.Motif.0063	9.36068038740339	2.07026360789641e-05	0
70	UW.Motif.0040	UW.Motif.0040	7.39887919032947	2.12465480728332e-05	0.240740740740741
71	SMUG1	SMUG1	0.914381587557648	3.01053929694731e-05	0.277777777777778
72	UW.Motif.0078	UW.Motif.0078	10.5907690714437	3.0340486640156e-05	0.0740740740740741
73	ALX4	Hsapiens-jolma2013-ALX4	3.14158965551406	3.07321272476897e-05	0.222222222222222
74	GATA2	GATA2	2.59401382534128	3.51523541801109e-05	0.037037037037037
75	MYC	M4643_1.02	0.719483910092356	3.5498882748759e-05	0.277777777777778
76	UW.Motif.0039	UW.Motif.0039	7.0829316721121	3.9622002366091e-05	0.12962962962963
77	UW.Motif.0605	UW.Motif.0605	2.33195851114676	4.36399314393337e-05	0.259259259259259
78	SOX21	Hsapiens-jolma2013-SOX21-2	6.41631463992211	4.56849572948398e-05	0.111111111111111
79	UW.Motif.0553	UW.Motif.0553	3.5490924812267	4.78428557504746e-05	0.314814814814815
80	UW.Motif.0125	UW.Motif.0125	3.13462395502067	5.17854443308032e-05	0.333333333333333
81	TULP1	TULP1	1.78774549364305	5.2798897254971e-05	0
82	CEBPE	M6172_1.02	0.504920647011866	5.68527270821632e-05	0.166666666666667
83	BAX	BAX	0.824375355298405	5.98479730730007e-05	0.240740740740741
84	BATF::JUN	BATF::JUN	1.70494855593274	6.34554996502048e-05	0.0925925925925926
85	ATF3	M4552_1.02	1.84301985085419	6.64994059858952e-05	0.259259259259259
86	UW.Motif.0466	UW.Motif.0466	4.90008397989252	6.89130032086685e-05	0.0740740740740741
87	VAMP3	VAMP3	1.26788955946193	7.34953078520928e-05	0.0925925925925926
88	PROP1	Hsapiens-jolma2013-PROP1	3.6086532085179	8.06697007206429e-05	0.222222222222222
89	UW.Motif.0407	UW.Motif.0407	3.52132960871383	8.08440282768327e-05	0.240740740740741
90	RHOXF1	Hsapiens-jolma2013-RHOXF1	1.01574052295297	8.80080724457219e-05	0.259259259259259
91	IVD	IVD	1.7068011548625	9.79703479738935e-05	0.0925925925925926
92	UW.Motif.0080	UW.Motif.0080	7.44930514326648	0.000101068898554077	0.0185185185185185
93	RXR::RAR_DR5	RXR::RAR_DR5	3.40047082743946	0.000101330259824149	0.259259259259259
94	ZNF510	ZNF510	1.20621094157979	0.000107510164768692	0.0925925925925926
95	MAFF	Hsapiens-jolma2013-MAFF	0.399542930602405	0.00010835951693926	0.0555555555555556
96	UW.Motif.0352	UW.Motif.0352	3.42639045961738	0.000112039949939214	0.240740740740741
97	THRB	Hsapiens-jolma2013-THRB	0.0432554311508245	0.000117665310644926	0.0925925925925926
98	NR2F1	NR2F1	1.3133410197537	0.000118066355316901	0
99	ISX	Hsapiens-jolma2013-ISX	1.08507259795142	0.000118937768008644	0
100	SREBF1	M3944_1.02	1.18075071481646	0.00012937873905647	0.240740740740741
101	T	Hsapiens-jolma2013-T	0.116892358836683	0.000130374651129529	0.0185185185185185
102	UW.Motif.0245	UW.Motif.0245	3.20641069107586	0.000136336504694567	0.240740740740741
103	NUP133	NUP133	1.28865149379878	0.000138133261233985	0.0925925925925926
104	RXRA	RXRA	1.34852022071015	0.000143802985861829	0.240740740740741
105	RPS10	RPS10	1.53667538231303	0.000145485528963686	0.0740740740740741
106	UW.Motif.0012	UW.Motif.0012	13.927879887009	0.000155635184610721	0.037037037037037
107	UW.Motif.0236	UW.Motif.0236	3.30628128685867	0.000158384246747223	0.0185185185185185
108	ZBTB7B	Hsapiens-jolma2013-ZBTB7B	1.31324004775367	0.000164137727959892	0.240740740740741
109	UW.Motif.0156	UW.Motif.0156	3.54853492343819	0.000165540871726152	0.203703703703704
110	ZEB1	ZEB1	4.24712649105424	0.000193452482357537	0.0185185185185185
111	UW.Motif.0662	UW.Motif.0662	3.35004057704794	0.00019740227391387	0.240740740740741
112	LUZP2	LUZP2	1.60719282704965	0.000222715788490971	0.259259259259259
113	UW.Motif.0582	UW.Motif.0582	3.56306075533682	0.000228502057027886	0.222222222222222
114	UW.Motif.0029	UW.Motif.0029	3.65461007608129	0.000231778406465054	0.037037037037037
115	UW.Motif.0202	UW.Motif.0202	3.7500576322408	0.000234832681611509	0.185185185185185
116	UW.Motif.0390	UW.Motif.0390	27.737462720218	0.000235517071693342	0
117	RORA_2	RORA_2	2.37229002520398	0.000239928812310161	0.222222222222222
118	TFAP2A	M5913_1.02	0.732289904493607	0.000264181365697456	0.314814814814815
119	UW.Motif.0200	UW.Motif.0200	4.22600939328383	0.000266602287256033	0.277777777777778
120	PROP1	Hsapiens-jolma2013-PROP1-2	2.62901582494661	0.000281721924316373	0.0185185185185185
121	UW.Motif.0379	UW.Motif.0379	6.72847484533183	0.000290264145166203	0.0925925925925926
122	UW.Motif.0075	UW.Motif.0075	4.3510422424299	0.000324055339800785	0.148148148148148
123	UW.Motif.0493	UW.Motif.0493	3.18585214785457	0.000370190081534693	0.12962962962963
124	POU2F2	POU2F2	5.43810761760598	0.00037186129191028	0.185185185185185
125	UW.Motif.0544	UW.Motif.0544	2.36088245148324	0.000374239581178249	0.0740740740740741
126	SREBF2	M6488_1.02	1.65257188119289	0.000378693335780774	0.148148148148148
127	CEBPG	M6173_1.02	0.963881409266283	0.000393347691605904	0.240740740740741
128	RHOXF1	Hsapiens-jolma2013-RHOXF1-2	1.47780190365972	0.000398431466451632	0.166666666666667
129	UW.Motif.0076	UW.Motif.0076	3.12786059311069	0.000411127862429642	0.277777777777778
130	UW.Motif.0427	UW.Motif.0427	3.78390801179765	0.00045319861045549	0.240740740740741
131	ZNF655	ZNF655	1.663904043211	0.000461763869636561	0.0740740740740741
132	UW.Motif.0007	UW.Motif.0007	4.21442397416894	0.000464772021989207	0.0925925925925926
133	UW.Motif.0565	UW.Motif.0565	3.11589916965025	0.000465031137717965	0.277777777777778
134	SPIB	SPIB	1.77707569056061	0.000469754062076305	0.240740740740741
135	UW.Motif.0408	UW.Motif.0408	3.81560021103179	0.000481407310001764	0.240740740740741
136	BHLHA15	Hsapiens-jolma2013-BHLHA15	1.88660182889275	0.0005677831547272	0.240740740740741
137	UW.Motif.0457	UW.Motif.0457	4.16164668711841	0.000588020767556006	0.259259259259259
138	UW.Motif.0178	UW.Motif.0178	4.16321540127549	0.000589718492872895	0.111111111111111
139	TBX21	Hsapiens-jolma2013-TBX21-6	0.22845247705588	0.000595571536048105	0.0740740740740741
140	UW.Motif.0035	UW.Motif.0035	4.21755115242517	0.00061855768380782	0.0925925925925926
141	UW.Motif.0471	UW.Motif.0471	3.4306943647852	0.000623370842645883	0.185185185185185
142	UW.Motif.0132	UW.Motif.0132	3.39935712245543	0.000664062561350415	0.12962962962963
143	PSMC2	PSMC2	2.08920013807637	0.000670895501290483	0.0555555555555556
144	MDM2	MDM2	1.25355845646958	0.000690689906124887	0.0555555555555556
145	UW.Motif.0658	UW.Motif.0658	4.15167217514582	0.00069865463143176	0.148148148148148
146	RHOXF1	Hsapiens-jolma2013-RHOXF1-3	0.943451272729825	0.000731840659673768	0.259259259259259
147	ID2	ID2	0.701713097730477	0.000744667574490369	0.203703703703704
148	LBX2	Hsapiens-jolma2013-LBX2	0.901175644719933	0.000760137159194135	0.166666666666667
149	MAX	M3539_1.02	0.979227320904138	0.000765389348338177	0.0740740740740741
150	VENTX	Hsapiens-jolma2013-VENTX-2	0.000680886677646813	0.000806256624149016	0.203703703703704
151	OLIG2	Hsapiens-jolma2013-OLIG2-2	1.22408652417346	0.000835384753050467	0.240740740740741
152	TFAP2C	M5921_1.02	0.806573339256905	0.000838958654827116	0.0925925925925926
153	SOX10	Hsapiens-jolma2013-SOX10-4	0.000317969222817047	0.000901224456967571	0.111111111111111
154	UW.Motif.0311	UW.Motif.0311	3.29976198731928	0.000918476586561989	0.148148148148148
155	THRB	Hsapiens-jolma2013-THRB-3	0.0584823354348828	0.000922635737738847	0.203703703703704
156	UW.Motif.0463	UW.Motif.0463	2.43820219177419	0.000940153534437002	0.259259259259259
157	MYOG	M6355_1.02	0.859355524096531	0.000969224227944142	0.037037037037037
158	UW.Motif.0324	UW.Motif.0324	2.61731980656423	0.00098197766098855	0.203703703703704
159	UW.Motif.0642	UW.Motif.0642	1.62085971499318	0.0010088287021522	0.240740740740741
160	TFAP2C	M5925_1.02	0.883520519675434	0.00100988240115563	0.12962962962963
161	NEUROD2	Hsapiens-jolma2013-NEUROD2	0.991893057820467	0.00101596656737503	0.222222222222222
162	JUN	M4608_1.02	2.23590856480002	0.00113799684477093	0.12962962962963
163	SOX10	Hsapiens-jolma2013-SOX10-2	0.10464720556424	0.00117910800099469	0.0740740740740741
164	NR2F1	Hsapiens-jolma2013-NR2F1-4	3.41296082516633	0.00122580408433496	0.0185185185185185
165	ATF1	M6152_1.02	1.11734750612108	0.00134623457514562	0.0555555555555556
166	VENTX	Hsapiens-jolma2013-VENTX	0.793077465961496	0.0014199920263553	0
167	PKNOX2	Hsapiens-jolma2013-PKNOX2	0.0529101626578889	0.00147118115228764	0.037037037037037
168	JUN (var.2)	JUN (var.2)	2.01399784671648	0.00153207169187789	0
169	UW.Motif.0469	UW.Motif.0469	7.0455890526248	0.00153355804995741	0.240740740740741
170	OLIG3	OLIG3	1.57382783371806	0.00155261140146659	0.222222222222222
171	UW.Motif.0092	UW.Motif.0092	13.9015516931626	0.00156749003608742	0.037037037037037
172	TFAP2C	M5922_1.02	0.891670968555464	0.00157213976807721	0.0185185185185185
173	SCMH1	SCMH1	1.70762060667846	0.00160966613186089	0.037037037037037
174	UW.Motif.0278	UW.Motif.0278	3.45419660690981	0.00162100192191409	0.111111111111111
175	MZF1_5-13	MZF1_5-13	2.24855223772043	0.00162812003858167	0.037037037037037
176	UW.Motif.0401	UW.Motif.0401	2.64188002467369	0.00164819046061782	0
177	NR2F1	Hsapiens-jolma2013-NR2F1-3	1.93582187334347	0.00168436431530933	0.222222222222222
178	TCF12	M4513_1.02	1.83743616478993	0.00176895668604715	0.0740740740740741
179	UW.Motif.0188	UW.Motif.0188	3.49607708493585	0.00177828774951292	0.166666666666667
180	HSPA5	HSPA5	1.05088985566764	0.00178122844767355	0.0555555555555556
181	HINFP1	Hsapiens-jolma2013-HINFP1-2	2.61741097907546e-06	0.00181165817727386	0.037037037037037
182	UW.Motif.0172	UW.Motif.0172	4.37617456559479	0.00182048242445916	0.222222222222222
183	NR2F6	Hsapiens-jolma2013-NR2F6	0.415719484608444	0.00190980891807048	0.111111111111111
184	OLIG3	Hsapiens-jolma2013-OLIG3	1.27365500889117	0.0019336296719205	0.166666666666667
185	UTP18	UTP18	1.03313497071276	0.0019601929437341	0.148148148148148
186	JUND	JUND	0.262339345993304	0.00200295595956807	0
187	UW.Motif.0173	UW.Motif.0173	4.39904962429752	0.00203974170288595	0.037037037037037
188	PHOX2A	PHOX2A	1.37209563847752	0.00206304055492923	0.0740740740740741
189	UW.Motif.0365	UW.Motif.0365	2.79854939997451	0.00217496231018679	0.203703703703704
190	UW.Motif.0147	UW.Motif.0147	3.49228802796928	0.00217911980131948	0.0740740740740741
191	RPS6KA5	RPS6KA5	0.681068314643201	0.00219135328680976	0.240740740740741
192	RORA_1	RORA_1	1.58699416689932	0.00228338207385544	0.0740740740740741
193	THRA	Hsapiens-jolma2013-THRA	0.015295017633737	0.00229099780122813	0.0555555555555556
194	FOSL1	M6229_1.02	1.1147140489959	0.00229192944884416	0.0740740740740741
195	KLF5	KLF5	17.4175445056933	0.00238174147990733	0.0925925925925926
196	EGR2	Hsapiens-jolma2013-EGR2-2	4.27256810658479	0.00245166406308325	0.240740740740741
197	UW.Motif.0191	UW.Motif.0191	3.04707114311325	0.00251446365983707	0.259259259259259
198	TBPL1	TBPL1	1.46395896426179	0.00254924143872466	0.148148148148148
199	NCBP2	NCBP2	1.00167916103211	0.00256341208086146	0.203703703703704
200	UW.Motif.0142	UW.Motif.0142	3.3068766961825	0.00271574270089872	0.240740740740741
201	RBM42	MGC10433	2.32269612208703	0.00285005086720637	0.0740740740740741
202	MAFK	Hsapiens-jolma2013-MAFK-4	1.46201171077555	0.00306123971324385	0.0555555555555556
203	POU2F1	Hsapiens-jolma2013-POU2F1	3.13851806826351	0.00306286750247482	0.0740740740740741
204	UW.Motif.0637	UW.Motif.0637	2.37993616828277	0.0031064914949296	0.203703703703704
205	UW.Motif.0198	UW.Motif.0198	2.40130753896373	0.00326212910936847	0.148148148148148
206	FOSL1	FOSL1	0.901236328457653	0.00327202868708755	0.0185185185185185
207	NFE2L2	M6360_1.02	1.34232365542156	0.00327598530889275	0.203703703703704
208	UW.Motif.0238	UW.Motif.0238	7.78752832861595	0.00336241936640345	0
209	POU4F3	POU4F3	1.89786519304443	0.00344250303331651	0.037037037037037
210	UW.Motif.0470	UW.Motif.0470	2.25333281412078	0.00346697898787183	0.148148148148148
211	UW.Motif.0153	UW.Motif.0153	3.51427895915374	0.00356993926012722	0.111111111111111
212	UW.Motif.0126	UW.Motif.0126	2.3864699150882	0.00357431259968375	0.148148148148148
213	TBX21	Hsapiens-jolma2013-TBX21-3	2.85027165306785	0.00363932092729487	0.0740740740740741
214	OLIG2	Hsapiens-jolma2013-OLIG2	1.22825140085731	0.00371213374511704	0.0925925925925926
215	MAFG	Hsapiens-jolma2013-MAFG	3.82007935440557	0.00371302196095925	0.12962962962963
216	TFAP2C	Hsapiens-jolma2013-TFAP2C-5	3.2249793570855	0.00377991973364619	0.0555555555555556
217	MRPL1	MRPL1	2.18092670538655	0.00378453022793054	0.0925925925925926
218	BCL11A	BCL11A	1.66306109853709	0.00381285217971944	0.037037037037037
219	MAFK	Hsapiens-jolma2013-MAFK-2	3.0502656133875	0.00389616855755432	0.12962962962963
220	ZNF205	ZNF205	1.62943627036413	0.0042999674950901	0.240740740740741
221	UW.Motif.0584	UW.Motif.0584	2.73201303106938	0.00430263713177659	0.12962962962963
222	UW.Motif.0174	UW.Motif.0174	2.60394493179901	0.00439745574531695	0.259259259259259
223	TIMM44	TIMM44	1.30737452252783	0.0044557607789483	0.240740740740741
224	TBX5	Hsapiens-jolma2013-TBX5-2	10.8801531219597	0.00451969086880694	0.111111111111111
225	AR	Hsapiens-jolma2013-AR-2	0.0783883653717518	0.00471665493325131	0.037037037037037
226	UW.Motif.0104	UW.Motif.0104	4.73183728896302	0.00472293413821809	0.259259259259259
227	IRF7	Hsapiens-jolma2013-IRF7	0.768047516206151	0.00492008860126421	0
228	UW.Motif.0145	UW.Motif.0145	7.94976515162933	0.00503794241626019	0.0185185185185185
229	HIC2	Hsapiens-jolma2013-HIC2	1.56263936985652	0.00505996302317336	0.0740740740740741
230	UW.Motif.0194	UW.Motif.0194	2.70146979259619	0.00510744522682012	0.111111111111111
231	TBX4	Hsapiens-jolma2013-TBX4-2	19.5500138891973	0.00515047021378858	0.111111111111111
232	UW.Motif.0054	UW.Motif.0054	3.01318790167283	0.00552842117839106	0.0555555555555556
233	UW.Motif.0095	UW.Motif.0095	2.17418436674322	0.00557319301011871	0.111111111111111
234	HCFC2	HCFC2	1.26656030171858	0.00557977466086459	0.203703703703704
235	UW.Motif.0577	UW.Motif.0577	1.96678906216103	0.00570481710298614	0.037037037037037
236	ZNF160	ZNF160	1.28111091437936	0.00575156640764193	0.240740740740741
237	UW.Motif.0231	UW.Motif.0231	1.55207118329796	0.00585315861000626	0.0925925925925926
238	ZMAT4	ZMAT4	1.51290184971056	0.00594514240377449	0.0555555555555556
239	NFIX	Hsapiens-jolma2013-NFIX-4	0.758063454990993	0.00599649174132178	0.240740740740741
240	MEIS3	Hsapiens-jolma2013-MEIS3-2	1.13138442122261	0.00601317976236074	0.037037037037037
241	UW.Motif.0250	UW.Motif.0250	2.24127845506636	0.00630742706935395	0.185185185185185
242	UW.Motif.0028	UW.Motif.0028	3.15439103165654	0.00631169820434203	0.240740740740741
243	SOX7	Hsapiens-jolma2013-SOX7	0.0150793794366541	0.00635397869687045	0
244	PITX1	Hsapiens-jolma2013-PITX1-3	1.43381882548704	0.00636542458840048	0.203703703703704
245	H2AFY	H2AFY	1.23625055636718	0.0064249638227033	0.0925925925925926
246	BHLHE23	Hsapiens-jolma2013-BHLHE23	1.03871203451499	0.00648709076092237	0.0925925925925926
247	NA	DR-1	1.12369208706845	0.00655806163221956	0
248	ATF2	M3087_1.02	2.48075563101156	0.00660747640672043	0.166666666666667
249	MED30	THRAP6	2.18658170825491	0.00662053023300473	0.277777777777778
250	NR2F1	Hsapiens-jolma2013-NR2F1-2	3.51250292442454	0.00675102905784249	0.111111111111111
251	EGR4	Hsapiens-jolma2013-EGR4	2.61638476214799	0.00681366746948635	0.0925925925925926
252	MAX	M4542_1.02	2.14066419809706	0.00697439245185399	0.12962962962963
253	UW.Motif.0678	UW.Motif.0678	2.59931174722933	0.0070170289848347	0.240740740740741
254	SREBF1	M6487_1.02	1.0546099506996	0.00705132654341614	0.166666666666667
255	KLF3	KLF3	1.38282965880198	0.00709900370719907	0.0740740740740741
256	UW.Motif.0041	UW.Motif.0041	3.26851952050019	0.00769609367953246	0.148148148148148
257	GAR1	NOLA1	1.44455990375131	0.00807447663291918	0.0740740740740741
258	UW.Motif.0099	UW.Motif.0099	4.12590166627913	0.00819986522023548	0.203703703703704
259	GBX2	Hsapiens-jolma2013-GBX2	1.04999022104778	0.00836965020232723	0
260	UW.Motif.0402	UW.Motif.0402	2.70196175589107	0.00856267748978731	0.166666666666667
261	MSX2	Hsapiens-jolma2013-MSX2	0.877344594505674	0.00866231892561764	0.037037037037037
262	RXRG	Hsapiens-jolma2013-RXRG-2	0.00331842166278504	0.00900196729957982	0.0555555555555556
263	TAF9	TAF9	0.989323342556836	0.00930840764607157	0
264	CAT	CAT	1.82680671403205	0.00949124113097888	0.12962962962963
265	OLIG1	Hsapiens-jolma2013-OLIG1	0.721478488135539	0.00949196541426716	0.166666666666667
266	MSRB3	MSRB3	1.21872723572649	0.00953587130647181	0.0925925925925926
267	SOX9	Hsapiens-jolma2013-SOX9-7	0.000212704182197958	0.00956543383551971	0.037037037037037
268	OTX2	Hsapiens-jolma2013-OTX2-2	1.25684983245784	0.00964101981726438	0.203703703703704
269	ZNF503	ZNF503	3.64047539035069	0.00967004255385572	0
270	GLI2	Hsapiens-jolma2013-GLI2-2	0.741454148747525	0.00978944745820507	0.0740740740740741
271	MSC	Hsapiens-jolma2013-MSC	5.38100069158138	0.00981083993124543	0.111111111111111
272	ATF2	M3088_1.02	1.80614532626972	0.00982147185926333	0
273	SPIB	Hsapiens-jolma2013-SPIB	2.38367799596006	0.00993776501675566	0.111111111111111
274	UW.Motif.0478	UW.Motif.0478	2.29563964745701	0.0105563053833159	0.111111111111111
275	UW.Motif.0100	UW.Motif.0100	2.94824360747335	0.0111498834238726	0.0555555555555556
276	PKNOX2	PKNOX2	1.3108605534015	0.0113449747405335	0.037037037037037
277	MORN1	MORN1	1.46366158292302	0.011490608030907	0.0740740740740741
278	MAFK	M4626_1.02	1.67311197566834	0.011526593886059	0
279	UW.Motif.0600	UW.Motif.0600	4.36611061387949	0.0119052430712062	0.240740740740741
280	PRDX5	PRDX5	0.60731215414686	0.0122118760644155	0.259259259259259
281	DMBX1	Hsapiens-jolma2013-DMBX1	0.931757420556801	0.0125508472780439	0.203703703703704
282	TFAP2C	M6145_1.02	0.934845762310337	0.0126154358769148	0
283	UW.Motif.0062	UW.Motif.0062	2.20369028712506	0.0126514640915497	0.12962962962963
284	EGR2	Hsapiens-jolma2013-EGR2	1.54310774363954	0.0127853577279089	0.240740740740741
285	UW.Motif.0071	UW.Motif.0071	3.7001844532238	0.0128019102644579	0.037037037037037
286	TBX15	Hsapiens-jolma2013-TBX15	1.01877608316158e-05	0.013654674105951	0
287	UW.Motif.0123	UW.Motif.0123	3.10512333938339	0.0139178636785929	0.0740740740740741
288	MEF2C	MEF2C	8.96651166895638	0.0139698655841989	0.0740740740740741
289	MAFK	MAFK	1.95513631428715	0.0143257368552377	0.111111111111111
290	SMAD2::SMAD3::SMAD4	SMAD2::SMAD3::SMAD4	4.49952047760763	0.0144502081422931	0.0925925925925926
291	TLX1::NFIC	TLX1::NFIC	0.795052084264425	0.014563208953102	0
292	SSX2	SSX2	2.45644362563258	0.014680366937036	0.0740740740740741
293	UW.Motif.0064	UW.Motif.0064	2.47551783337466	0.0147397894449287	0.240740740740741
294	POU2F2	Hsapiens-jolma2013-POU2F2	2.68963865636045	0.0148487223257556	0.0740740740740741
295	TFAP2B	M5919_1.02	0.930164898602582	0.0154407465330029	0
296	UW.Motif.0280	UW.Motif.0280	3.57072788443463	0.0154417306748182	0.240740740740741
297	FOXJ3	Hsapiens-jolma2013-FOXJ3	3.53118728592444	0.0157614327905817	0.111111111111111
298	EGR4	Hsapiens-jolma2013-EGR4-2	0.202583601567981	0.0157974320145887	0.240740740740741
299	NR4A1	NR4A1	1.00758643444572	0.0158317997736371	0.0740740740740741
300	UW.Motif.0148	UW.Motif.0148	2.28033586098968	0.0158647560283281	0.0925925925925926
301	NFE2	M3617_1.02	1.33593143634848	0.0159010514933042	0.0555555555555556
302	GBX1	Hsapiens-jolma2013-GBX1	0.819335430153894	0.0159823188942751	0.037037037037037
303	AR	Hsapiens-jolma2013-AR	0.068683496541585	0.0163292064140729	0.037037037037037
